datetime,text,sentiment,source,sentiment_score,hour,day_of_week
2009-06-15 07:15:06,"Body is worn out, going to be late to school ",negative,sentiment140,0.0,7.0,Monday
2009-06-01 20:53:13,"@timecommander read The Tipping Point first, then made to stick, freakanomics, re-imagine then whatver u like  But Tip Point first ",positive,sentiment140,1.0,20.0,Monday
2009-06-01 08:46:48,"@JustcallmeMac I relly hope so, my mother would kill me if I don't pass it ",negative,sentiment140,0.0,8.0,Monday
2009-06-17 17:36:46,@mr_billiam Haha. As per my other tweet. I noticed my SIM PIN got reset after the update. Had to call Telstra to get me unlocked ,negative,sentiment140,0.0,17.0,Wednesday
2009-05-31 03:46:06,nek sore cant look fully 2 the right ,negative,sentiment140,0.0,3.0,Sunday
2009-05-29 15:04:36,"@Georgielockwood IM SORRRYY  i went to the cinema with my broth.. cause im cool.. and yeah im sorrrry  TOMORROW THO, ILL MAKE SURE OF IT",negative,sentiment140,0.0,15.0,Friday
2009-05-30 22:09:25,@ladygaga Your new video is crazy.  Can I have that lollipop wig please?  ,positive,sentiment140,1.0,22.0,Saturday
2009-06-07 02:12:15,"im not, i mean it, i love you  &lt;3",positive,sentiment140,1.0,2.0,Sunday
2009-06-07 03:20:42,"@anthony_hill Didn't take me on as Production Editor as not enough experience, but asked me to start as an Ed Assistant as they liked me ",positive,sentiment140,1.0,3.0,Sunday
2009-06-20 23:07:27,Looking at: &quot;Floyd Koehler 1998 - 2009&quot; @housechick @azgeek Sorry to hear   rip Floyd ( http://bit.ly/fAtn5 ),negative,sentiment140,0.0,23.0,Saturday
2009-06-01 06:58:46,@ellikay Here's some coffee ,positive,sentiment140,1.0,6.0,Monday
2009-05-03 10:12:34,"time to pack up, ttyl ",positive,sentiment140,1.0,10.0,Sunday
2009-06-20 17:21:10,Still can't figure out the light on the back porch. Changed the bulb.....no good. ,negative,sentiment140,0.0,17.0,Saturday
2009-05-22 01:59:28,@babynel17 wow! that's so relaxing ,positive,sentiment140,1.0,1.0,Friday
2009-06-07 17:31:23,"@whisk I think the dryer at the apartment building is broken - I actually had to go to my parents and dry my laundry, right at 1 ",negative,sentiment140,0.0,17.0,Sunday
2009-04-19 07:53:18,I think I need a FOTC breather!  all these newsfeeds about who they met &amp; how great the audience was is makin me sad! I want to go back!,negative,sentiment140,0.0,7.0,Sunday
2009-06-15 20:25:03,@livlaughluv42 ahh! Emmalilly  night.,positive,sentiment140,1.0,20.0,Monday
2009-06-15 07:01:36,"@Ryuus_Wardrobe Hey Ry, what did u think of the 1st new episode.....i phuckn missd it ",negative,sentiment140,0.0,7.0,Monday
2009-04-07 04:18:50,So far not much going on today.  We will have to wait and see what today brings I guess.  Another yucky day out though. ,negative,sentiment140,0.0,4.0,Tuesday
2009-05-29 10:59:52,Dollhouse was saved!!! Its coming back for another season!!! Too bad scrubs isn't ,negative,sentiment140,0.0,10.0,Friday
2009-06-06 12:50:07,Lucky u @therealberg i want 2 lay on sunny beaches 2 ,negative,sentiment140,0.0,12.0,Saturday
2009-06-15 12:25:01,After some needed time away......I'm BACK!!!!! Hope everyone is doing well and having a great day ,positive,sentiment140,1.0,12.0,Monday
2009-05-03 19:31:14,"I am loved, but i also LOVEE both of my Nikki's   ",positive,sentiment140,1.0,19.0,Sunday
2009-06-15 03:00:47,possibly today instead of wednesday of her not behaving doing as she is told ugh !! losy day for me ,negative,sentiment140,0.0,3.0,Monday
2009-05-28 21:00:14,"I love the fact that I'm a senior now, and rule the school, bettcchhes. ",positive,sentiment140,1.0,21.0,Thursday
2009-06-15 11:22:22,I'm gonna take a break from work and make some lunch ,positive,sentiment140,1.0,11.0,Monday
2009-05-17 10:57:00,MORE graduation partiess! Ready to eatttt. ,positive,sentiment140,1.0,10.0,Sunday
2009-05-02 02:01:14,@Matic_Uzmah hehe...pa veï¿½ kaka je inkubacijska doba...and welcome back ,positive,sentiment140,1.0,2.0,Saturday
2009-05-30 23:56:52,Amalie has woken me up at an godly hour of 7am this morning...and now being subjected to CBeebies   On the plus side it is a beautiful ...,negative,sentiment140,0.0,23.0,Saturday
2009-06-07 11:49:27,@robincareyyo oh. Haha. Okay. I went 5 months it was hellish. ,negative,sentiment140,0.0,11.0,Sunday
2009-06-21 06:59:47,I want to go shopping but i just went yesterday! ,negative,sentiment140,0.0,6.0,Sunday
2009-05-29 10:50:56,@BroadwaySeattle ...everything's goin' my way! ,positive,sentiment140,1.0,10.0,Friday
2009-05-18 00:10:41,finished reading Breaking Dawn... almost cried at the end but then it got happy again  now what am I gonna do!! its over!,positive,sentiment140,1.0,0.0,Monday
2009-05-30 15:05:55,@tonfue hey ther hun &lt;3 sorry but i gtg...im going shopping! haha well ill tweet u later. go back on later tonite! bye ,positive,sentiment140,1.0,15.0,Saturday
2009-06-07 18:42:53,showering! ,positive,sentiment140,1.0,18.0,Sunday
2009-05-29 07:47:24,"@PotterEntourage I'm glad you threw the tantrum!  I was going to, but I don't know her well enough yet   Was she apologetic, darn her!?",negative,sentiment140,0.0,7.0,Friday
2009-04-19 03:58:07,cant be bothered only now on my 2nd paragraph  essays suck !!! ;(,negative,sentiment140,0.0,3.0,Sunday
,"Nie wieder selbst denken? Die #kÃ¼nstliche #Intelligenz #ChatGPT kann Texte schreiben und Fragen innerhalb von Sekunden beantworten. Ob sie auch #Hausarbeiten in der #Uni zu einem Relikt der Vergangenheit machen kÃ¶nnte, haben wir ausprobiert. https://t.co/H9Q89c8wq6",negative,chatgpt,0.0,,
2009-06-01 22:46:13,"Break statements are rather confusing sometimes, just like z-indexes ",negative,sentiment140,0.0,22.0,Monday
2009-06-02 22:12:04,Why didn't I bring a suitcase up? ,negative,sentiment140,0.0,22.0,Tuesday
2009-06-23 09:20:28,@pansy_lane Ear infections are the ultimate worst!  I love youuu.,negative,sentiment140,0.0,9.0,Tuesday
2009-06-14 23:05:50,"Lmfao!  @viver211, how about we settle for  sitting on a bench outside.  We'll still be outside, so it's good for us ",positive,sentiment140,1.0,23.0,Sunday
2009-05-31 09:23:16,"@CatherineQ No tweets for 13 hours?  Now you are beginning to worry me!  You OK?  Tweet just once!  Just a little one?  Tiny, tiny one?! ",positive,sentiment140,1.0,9.0,Sunday
2009-06-02 21:54:25,@jaayyJay stop being mad at me bro ,negative,sentiment140,0.0,21.0,Tuesday
2009-05-04 01:47:10,@Moni7D well then take your sexy ass to sleep then foo.  how as your weekend mami?,positive,sentiment140,1.0,1.0,Monday
2009-06-18 17:38:15,@Smo21 yea? well i want you to come back here ,negative,sentiment140,0.0,17.0,Thursday
2009-05-31 00:06:11,Didn't feel like finishing all of bio but at least I won't have much work for tomorrow! Listening to my iPod and falling asleep ,positive,sentiment140,1.0,0.0,Sunday
2009-06-03 03:21:04,@danbrusca   I didn't realise they'd start filming so soon.  Very exciting!,positive,sentiment140,1.0,3.0,Wednesday
2009-06-23 13:43:32,freakin' headache. ,negative,sentiment140,0.0,13.0,Tuesday
2009-05-30 22:05:25,@Jonasbrothers hope you're having fun rehearsing!!! ,positive,sentiment140,1.0,22.0,Saturday
2009-04-19 04:53:40,Mmm...hopefully the London and Paris plan works  I wanna go mum!!!,positive,sentiment140,1.0,4.0,Sunday
2009-06-06 20:06:06,I've been in a total negative funk for 2 weeks now-and I don't know why ,negative,sentiment140,0.0,20.0,Saturday
2009-06-17 07:13:24,i wish i could surround myself with jonas stuff all the time. i'm getting withdrawel symptoms ,negative,sentiment140,0.0,7.0,Wednesday
2009-05-29 12:03:32,THE BEST DAY - TAYLOR SWIFT. Dedicated to my mommy ,positive,sentiment140,1.0,12.0,Friday
2009-06-07 00:57:17,"Thank you to all of my new followers! I am only a few away from 400  Your all amazing, dont ever change",positive,sentiment140,1.0,0.0,Sunday
2009-04-18 08:19:52,"i'm never guna be able to give up on you, even though i have no chance of getting the old 'us' back..so please don't push me away anymore ",negative,sentiment140,0.0,8.0,Saturday
2009-06-19 16:42:00,"taking fishoil capsules is gross, the aftermath is even more disgusting ",negative,sentiment140,0.0,16.0,Friday
2009-05-29 22:32:18,At destins. Shelbie makes me smile  see lol,positive,sentiment140,1.0,22.0,Friday
2009-06-02 04:21:40,"Please pray for my best friend, Brooke, her papa passed away last night. ",negative,sentiment140,0.0,4.0,Tuesday
2009-05-10 08:34:05,sunday at last! yea ,positive,sentiment140,1.0,8.0,Sunday
2009-06-14 22:31:21,if you like animals... http://bit.ly/14C2ca  even some squirrels for @sternenfee &amp; @kstpete ,positive,sentiment140,1.0,22.0,Sunday
,"#Microsoft is making a $10 billion investment over several years in #OpenAI, the pioneering artificial intelligence research lab behind #ChatGPT and DALL-E.",positive,chatgpt,1.0,,
2009-06-15 11:13:10,HUGE FOOKING FLASH NOT A HAPPY BUNNY!!! ,negative,sentiment140,0.0,11.0,Monday
2009-06-07 20:09:49,you just had to _____ now i ______  hopefullly things will change if it's not tooo lattte.,negative,sentiment140,0.0,20.0,Sunday
2009-05-30 15:09:40,"@thedailydish @TiksHI--Damn, spoiled my plan. But thanks for tweetin about it!  ",positive,sentiment140,1.0,15.0,Saturday
2009-04-06 23:15:50,"Sittin here w/Kayla, I really really reallly dis-like having a brother.  He doesn't know when to stop. I'm waiting for the day when one of",negative,sentiment140,0.0,23.0,Monday
2009-06-15 17:20:32,@ddlovato http://twitpic.com/3ez15 - pink *.* gosh i love your pink lips  so beautiful! what about sel demi? are you mad whit her  t ...,negative,sentiment140,0.0,17.0,Monday
2009-06-01 17:42:03,Heeeeeellloooooooooo Air con! ,positive,sentiment140,1.0,17.0,Monday
2009-06-06 16:38:23,I cant believe two years ago today was my senior prom ,negative,sentiment140,0.0,16.0,Saturday
2009-05-31 16:10:07,watching mtv awards ,positive,sentiment140,1.0,16.0,Sunday
2009-06-18 20:29:13,@lulusdotcom nobody notified me like they said they would when http://tinyurl.com/mc64jb came back!  luckily I swooped in right in time!,negative,sentiment140,0.0,20.0,Thursday
2009-06-20 14:39:03,I want a boyfriend! I feel so lonely  TayHO,negative,sentiment140,0.0,14.0,Saturday
2009-05-29 14:42:58,"@Sarah_Lady @anthonyqkiernan Well if I'm honest, I'm just happy talking about arses! Or rather one arse in particular. Thank you!  x",positive,sentiment140,1.0,14.0,Friday
2009-06-01 00:05:52,@uniquelady911 if you like 2 laugh..have a good time..follow me..its just that simple ,positive,sentiment140,1.0,0.0,Monday
2009-06-07 21:01:39,"just checked my voice mail - my grandma is in the ER for high blood pressure. Last I heard she was doing fine, but now I can't reach them ",negative,sentiment140,0.0,21.0,Sunday
2009-05-03 08:00:53,@missmarissxox haha. yeah i didnt even notice until like now. thanks! haha. anyways im excited now  text you later,positive,sentiment140,1.0,8.0,Sunday
2009-05-31 15:10:38,"I just can't get you out of my head. I don't want to move home, it's really sinking in now and I'm close to tears thinking of leaving... ",negative,sentiment140,0.0,15.0,Sunday
2009-06-01 22:22:05,I am practicing my crochet. ,positive,sentiment140,1.0,22.0,Monday
,@sibinmohan chatgpt should attempt gmat and apply for the mba programs. shd see where it stands ?,neutral,chatgpt,0.5,,
2009-06-07 16:10:54,@wellyjulz haha thats true. It's all about style! Style = brace the cold ,positive,sentiment140,1.0,16.0,Sunday
2009-06-04 11:26:21,"@PlanetHoth Me too, even though it's about 300 years too late for @female_revan and me to be in it. ",negative,sentiment140,0.0,11.0,Thursday
2009-06-07 19:06:40,FML Can't watch &quot;kendra&quot; cause if the damn storm!!!!!!! Uhh...*tear  Oh well @Eentertainment Always does re-runs ,positive,sentiment140,1.0,19.0,Sunday
2009-05-30 16:01:29,@z0mbi3girl awww poor thing! ,negative,sentiment140,0.0,16.0,Saturday
2009-06-19 02:32:17,This is going to take fucking forever. ,negative,sentiment140,0.0,2.0,Friday
2009-06-17 10:16:19,@ddlovato i wish i could come see u!! Buuuut i cant. ,negative,sentiment140,0.0,10.0,Wednesday
2009-05-31 15:20:48,"@_stars same I just can't get into them, maybe just for the first 30 min to see the jokes and stuff, then it just gets boring ",negative,sentiment140,0.0,15.0,Sunday
2009-06-07 15:33:19,Is Doing is assingments ,negative,sentiment140,0.0,15.0,Sunday
2009-06-21 06:35:32,Is on the road again. ,negative,sentiment140,0.0,6.0,Sunday
2009-06-06 14:45:22,@joshsdugger True dat. The only reason I remembered is that I'm babysitting for acouple who are going.  lol.,negative,sentiment140,0.0,14.0,Saturday
2009-05-14 07:13:24,@Tanyaa_ that's ok  I still love you,positive,sentiment140,1.0,7.0,Thursday
2009-05-17 03:26:32,@imjustcreative  not sure why I got up so early - but went to the gym  ,positive,sentiment140,1.0,3.0,Sunday
2009-06-06 05:02:13,"paying $4 an hour internet, it should be faster than this ",negative,sentiment140,0.0,5.0,Saturday
2009-06-18 18:48:42,says i really feel bad today  http://plurk.com/p/120y8k,negative,sentiment140,0.0,18.0,Thursday
2009-06-23 13:53:30,@Beccaaarr i know! stupid facebook wont let me sign in ,negative,sentiment140,0.0,13.0,Tuesday
2009-04-06 23:37:45,@mozy19 you and me both   go #canucks go!,positive,sentiment140,1.0,23.0,Monday
2009-05-17 06:12:09,@VoodooChildZoso  yeah i managed to catch it around 3am...was sure glad i did! ,positive,sentiment140,1.0,6.0,Sunday
2009-06-16 03:31:17,this is a fun twitter-mash-up: http://bit.ly/T9gcU   &quot;You express plenty of positive emotions.&quot; really??  (via @solobasssteve),positive,sentiment140,1.0,3.0,Tuesday
2009-06-20 11:01:20,Only a week left at apple  gonna miss ya allll!:0,negative,sentiment140,0.0,11.0,Saturday
2009-05-31 07:21:58,@binnsy  Thnx  Will take into consideration (runs to garage to see how many different types of acid we still have),positive,sentiment140,1.0,7.0,Sunday
2009-06-05 13:47:05,@ILRealEstate back at ya  Great talking with you #followfriday,positive,sentiment140,1.0,13.0,Friday
2009-06-06 20:26:38,Sick. Its official. ,negative,sentiment140,0.0,20.0,Saturday
2009-05-02 05:11:54,watching one tree hilllllll ,positive,sentiment140,1.0,5.0,Saturday
2009-06-02 01:16:59,Lovely morning ,positive,sentiment140,1.0,1.0,Tuesday
2009-06-07 04:38:19,@Azuritetalk Wow that's insane. o.o Well tell me if you get it to work.  I want to try it if it does.,positive,sentiment140,1.0,4.0,Sunday
2009-06-25 00:20:42,@tobias_182 miss you shitface  totally have the swine. hows life?,negative,sentiment140,0.0,0.0,Thursday
2009-06-06 08:28:28,@avalichauco i love the hoodies ,positive,sentiment140,1.0,8.0,Saturday
2009-05-17 11:57:52,I just drove 100 miles through Houston to Galveston beach.. in a shining spanking new red corveyye!  Eating at Rainforest Cafe.. Drink ...,positive,sentiment140,1.0,11.0,Sunday
2009-06-03 07:09:22,@shabrinasudiro peace out shab ,positive,sentiment140,1.0,7.0,Wednesday
2009-05-30 12:37:58,Feels extreeemely sick and has way too much homework. No 3D movie or fun in the sun today  my tummy hurts ,negative,sentiment140,0.0,12.0,Saturday
2009-06-16 08:18:01,http://twitpic.com/7jni4 - luvery flowers ,positive,sentiment140,1.0,8.0,Tuesday
2009-06-06 07:15:33,AND THE BEST THING EVER I GOT WAS....dum dum DUM! A coffeemaker lol The one with no glass pot. You just stick your cup to it. IN LOVE! ,positive,sentiment140,1.0,7.0,Saturday
2009-05-31 14:57:33,Back in the ville ,negative,sentiment140,0.0,14.0,Sunday
2009-06-15 18:13:42,@Rosymeg - Morning twitterbug...hope your night shift wasn't too hard on you! Sooooooo pumped for tonight!  Have an awesome day! ,positive,sentiment140,1.0,18.0,Monday
2009-06-01 07:32:43,"Morning everyone at twitter !  Feel bloated, soo not cool. So im wearing something not soo tight as usual todaay. ",positive,sentiment140,1.0,7.0,Monday
2009-06-17 14:31:16,@themakelounge Are you aware your latest blog post is broken in IE? (I have to use it at work  ) It's fine in firefox though.,negative,sentiment140,0.0,14.0,Wednesday
2009-06-20 00:12:53,@joomlacommunity @sanderpotjer Hmm. Link shows up empty on #iPhone  http://yfrog.com/0dj6ej,negative,sentiment140,0.0,0.0,Saturday
2009-06-19 13:22:29,miss your faces @jonasbrothers @ddlovato @selenagomez @mileycyrus &amp; @mvanduyne .. ,negative,sentiment140,0.0,13.0,Friday
2009-06-06 17:51:26,@Trumping no! baseball is the best sport to watch! go Red Sox! ,positive,sentiment140,1.0,17.0,Saturday
2009-05-31 01:45:06,(yawn) doesn't want to go working... but i have to :X ,negative,sentiment140,0.0,1.0,Sunday
2009-04-21 00:39:47,Damn peak hour traffic reminds me how much I miss having a motorcycle (and being able to lane split!)... ,negative,sentiment140,0.0,0.0,Tuesday
,"@mrinquisitor2 @weird__chatgpt But they aren't even offering a better model for the pro version, more things like unlimited access during busy periods. (Unless this has changed since I last looked.) 
Their direction doesn't make sense unless they're saving their ""good"" model for Microsoft's exclusive use.",positive,chatgpt,1.0,,
2009-06-16 20:16:33,"i severely miss my boyfriend. we were supposed to have an awesome day tomorrow, and its completely shot because of stupid MONO. ",negative,sentiment140,0.0,20.0,Tuesday
2009-06-20 10:19:05,Stupid phone had the volume down so I couldn't hear it ring when my hubby called ,negative,sentiment140,0.0,10.0,Saturday
2009-05-18 06:30:12,"@Nicward2 No fun, I don't want to win...I want to play  lol",negative,sentiment140,0.0,6.0,Monday
2009-06-07 09:22:57,At Uncommon Grounds with Jeff for rainy Sunday breakfast ,positive,sentiment140,1.0,9.0,Sunday
2009-06-19 15:09:50,"ok tweeters, off to do some writing then off to work! Have to close tonight ",negative,sentiment140,0.0,15.0,Friday
2009-05-29 08:50:36,I'm with my other half ,positive,sentiment140,1.0,8.0,Friday
2009-05-09 22:21:29,@AspaPhoto Ahhhh \you are soo smart  Thanks for this schooling of thoughts ,positive,sentiment140,1.0,22.0,Saturday
2009-05-28 21:10:08,watching the grwatest game ever played on my new tv ,positive,sentiment140,1.0,21.0,Thursday
2009-05-30 02:27:06,@adamhimself I'd like to post a news article about it ,positive,sentiment140,1.0,2.0,Saturday
2009-05-30 23:43:39,@ksymmonds Sorry to hear that mate - see ya at 10am ,positive,sentiment140,1.0,23.0,Saturday
2009-06-07 19:38:01,sex and the city the movie. never gets oldddd ,positive,sentiment140,1.0,19.0,Sunday
2009-06-16 00:35:59,oh crap! just checked before sleep. go to http://avn.com My galleries are up from ELA! Thanks everyone. ,positive,sentiment140,1.0,0.0,Tuesday
2009-06-06 06:04:24,Moleskine Comics - http://bit.ly/i9lsr  // Wish I could draw. ,negative,sentiment140,0.0,6.0,Saturday
2009-06-06 17:27:19,2 more days till I'm 20 ,positive,sentiment140,1.0,17.0,Saturday
2009-05-30 13:02:57,"@slessard, nice show, my wife wants to meet you at fenway N2. been following since 1994. tweet me up bro - 15 years and counting  smittay",positive,sentiment140,1.0,13.0,Saturday
2009-06-07 16:00:47,Congrats to Tiger for winning the Memorial! Great comeback! ,positive,sentiment140,1.0,16.0,Sunday
2009-05-30 00:10:45,@musicjelly thanks so much 8lubgum ,positive,sentiment140,1.0,0.0,Saturday
2009-06-06 21:18:09,@brookie8281 no i don't have an account ,negative,sentiment140,0.0,21.0,Saturday
2009-06-23 10:40:52,"@benpire glad you had a good day. I didn't, load of crap  how was the Chinkeese?",negative,sentiment140,0.0,10.0,Tuesday
2009-05-26 21:59:04,"@caseymariex @shawniebeth @vitacilinasuper you three have got to be three of the craziest girls I know, fyi ",positive,sentiment140,1.0,21.0,Tuesday
2009-06-15 17:39:01,@nicksantino i wish i was going to see you this summer! your not playing with the cab july 22  every other date you aree...,negative,sentiment140,0.0,17.0,Monday
2009-06-07 16:36:16,@MelodyLeaLamb LOL Big Hugs back atcha!! Always a pleasure ,positive,sentiment140,1.0,16.0,Sunday
2009-06-05 21:50:49,missing my boyfriend like crazy! i hate weekends when hes working ,negative,sentiment140,0.0,21.0,Friday
2009-05-26 22:15:17,Just put in my reatiners for the first time in about a year... OUCH!! Way overdue. Gotta get my smile back ,positive,sentiment140,1.0,22.0,Tuesday
2009-06-20 16:09:35,is depressed ,negative,sentiment140,0.0,16.0,Saturday
2009-06-20 18:59:14,@jamesrundquist canceled. at least for me since i'm gonna be in athens most of july. ,negative,sentiment140,0.0,18.0,Saturday
2009-05-28 23:40:55,I cant to sleep and tomorrow i must wake up too early ,negative,sentiment140,0.0,23.0,Thursday
2009-05-29 00:31:29,"me and calyn just uploaded a bunch of new pictures, go look. ",positive,sentiment140,1.0,0.0,Friday
2009-06-19 16:11:47,Wooo I picked my sister and I miss the empty house. ,negative,sentiment140,0.0,16.0,Friday
2009-05-03 06:14:16,I wasn't allowed on the big slide ,negative,sentiment140,0.0,6.0,Sunday
2009-06-22 15:04:56,cant believe i missed Loose Women. It was my stupid digi boxes fault! The first time ive missed it in like months... ,negative,sentiment140,0.0,15.0,Monday
2009-05-04 00:00:55,@rotub @daniel__walters I can't wait until I get an iPhone. Only 10 more months on my current plan  Twittering by MobileWeb sucks!,negative,sentiment140,0.0,0.0,Monday
2009-06-06 18:42:20,Is wondering how much it would be to clone my wonderful dog Flower? She is Chow/Kia mix....I am sad  she is living her last year,negative,sentiment140,0.0,18.0,Saturday
2009-06-19 20:07:50,@thetoughsams i'm coming home next thursday then heading to vegas though ,negative,sentiment140,0.0,20.0,Friday
2009-06-19 04:21:24,@lifeswings Shut up. )) Making me jealous pa.  AHAHAHA. Ours is at 4 because we have clubs.,negative,sentiment140,0.0,4.0,Friday
2009-06-16 06:48:43,@Mennard yes am fine thanks - enjoying some time off work! ,positive,sentiment140,1.0,6.0,Tuesday
2009-06-15 14:04:44,@mitchelmusso  i wish i was there  COME TO ENGLAND!,negative,sentiment140,0.0,14.0,Monday
2009-04-18 22:31:29,is unnecessarily intoxicated and sruff ,negative,sentiment140,0.0,22.0,Saturday
2009-06-20 01:20:18,"Princess Protection Program was nice!  story bout friendship. aww.   I miss my best friend, @Kaila_Ravanzo",negative,sentiment140,0.0,1.0,Saturday
2009-06-07 18:16:03,hey #phish this is just a typical jersey disappointment that I cannot watch this show streamed... ,negative,sentiment140,0.0,18.0,Sunday
2009-06-06 13:18:50,@WildAngelJoy thank you Joy  I appreciate the comment ;),positive,sentiment140,1.0,13.0,Saturday
2009-05-31 06:21:26,"@deewehc  You finally created an account, hooray! ",positive,sentiment140,1.0,6.0,Sunday
2009-06-22 18:46:13,Is a horrible employee ,negative,sentiment140,0.0,18.0,Monday
2009-05-22 03:17:07,"I can't even go.  Oh well. There's always a next time. Hopefully this Sunday'll be fun, the other aspects of Sunday. Since hanging (cont)",negative,sentiment140,0.0,3.0,Friday
2009-06-14 23:20:55,still tweetn frm cell b/c i 4got about uverse install ,negative,sentiment140,0.0,23.0,Sunday
2009-06-06 22:48:07,@FNC when will it be up on podcast? I'm on my iPod touch and I want to see it so bad ,negative,sentiment140,0.0,22.0,Saturday
2009-04-19 23:48:14,@OperaDiva114 i agreee 100000% demi needs to get her butt in pittsburgh! haah ,positive,sentiment140,1.0,23.0,Sunday
2009-06-05 14:10:15,"my lipgloss is actually liquid lipstick, ridiculous pigmentation and v unflattering ",negative,sentiment140,0.0,14.0,Friday
2009-06-15 16:25:08,Soon my flickr album &amp; blog will be updated ,positive,sentiment140,1.0,16.0,Monday
2009-06-07 05:14:34,@ParistheVixen hahahahaaa...aye brah? we gon be killin them bxtchs n da A. LOL. fxckd around &amp;nd found my * partner n crime * !!! ,positive,sentiment140,1.0,5.0,Sunday
2009-06-07 02:17:24,Either have to get appindex removed or have kidney stones. Either way im going to the hospital ,negative,sentiment140,0.0,2.0,Sunday
,"@NARBONOlDE Sans parler de son occidentalisme de pacotille (regarder des films hollywoodiens et se palucher sur des gadgets comme ChatGPT).
Mais il est rÃ©aliste sur pas mal de points, notamment la chiassidence.",neutral,chatgpt,0.5,,
2009-05-30 04:04:03,"Sunny day again, lovely ",positive,sentiment140,1.0,4.0,Saturday
2009-05-03 04:42:46,Quality time with wife and daughter ,positive,sentiment140,1.0,4.0,Sunday
2009-06-20 18:17:56,Neighbors=party busters. ,negative,sentiment140,0.0,18.0,Saturday
2009-06-20 17:40:49,@tinadrosch nooo  Monday is my last day but I have a huge final ,negative,sentiment140,0.0,17.0,Saturday
2009-06-15 20:33:03,@pooka79 out here they either call the cops on you or fire shotguns in the air. Consider yourself lucky you get a letter  salmon ftw!,positive,sentiment140,1.0,20.0,Monday
2009-05-02 23:29:09,Dissapointed at the police expo; the agency I was looking for was not there  Ill just go down to one of their offices,negative,sentiment140,0.0,23.0,Saturday
2009-06-19 10:30:55,want to watch peter pan ,negative,sentiment140,0.0,10.0,Friday
2009-04-19 03:08:39,"@paulcarvill love it, worthy of Blakes 7 ",positive,sentiment140,1.0,3.0,Sunday
2009-06-06 17:17:07,@BOOGIESWORLD Def have a submission for you ,positive,sentiment140,1.0,17.0,Saturday
2009-05-31 11:41:56,"@thewonderelf I should of mentioned if you want someone to proof read it for you I'd be happy to, or recommend others who would. ",positive,sentiment140,1.0,11.0,Sunday
2009-06-19 16:44:47,@StrangeNerd my sentiments exactly.. ,negative,sentiment140,0.0,16.0,Friday
2009-06-02 14:56:04,attempting to start doing report cards.... meh ,negative,sentiment140,0.0,14.0,Tuesday
2009-05-28 23:06:44,Can't get her to hold down her medicine.  I always worry when that happens.  I'm so tired. It's going to be a long night.,negative,sentiment140,0.0,23.0,Thursday
2009-04-07 07:20:17,@MacDavid hey david!!! thanks for your kind words about my site ,positive,sentiment140,1.0,7.0,Tuesday
2009-05-30 16:22:05,@realitytv_fan yup me too. watching for entertainment only.  and kaykay- it's dead at MRU today,positive,sentiment140,1.0,16.0,Saturday
2009-06-03 00:58:47,My tweets are nearly dead' i hardly update ,negative,sentiment140,0.0,0.0,Wednesday
2009-05-10 03:06:54,@imaginearainbow yeh..last week i was getting them all the time then wen i came on here the account was suspended..:S like  4 a day ,negative,sentiment140,0.0,3.0,Sunday
2009-06-15 09:50:19,yay i made itn i c big head waitin 4 me!! ,positive,sentiment140,1.0,9.0,Monday
2009-05-31 00:25:46,Started reading The Da Vinci Code...I'm liking it so far..Up to page 199 ,positive,sentiment140,1.0,0.0,Sunday
2009-05-17 23:34:58,i wouldnt be suprised if she had a shrine of me.   i feel like i have cancer.,negative,sentiment140,0.0,23.0,Sunday
2009-06-03 00:28:05,@shelbyyyyyy Nice seein' you and PBJ Mel at Casbah tonight. ,positive,sentiment140,1.0,0.0,Wednesday
2009-06-20 09:29:51,The room looks so bare ,negative,sentiment140,0.0,9.0,Saturday
2009-06-17 11:55:15,"3.07  but summer school on Monday  at liberty.. I'm not gonna lie, I'm kind of scared lol",negative,sentiment140,0.0,11.0,Wednesday
2009-06-07 08:16:36,It's father son day for us  http://twitpic.com/6ty6u,positive,sentiment140,1.0,8.0,Sunday
,"Request to ChatGPT :

Write a limerick about the effect of AI on humanity https://t.co/vNCfdr4S2Q https://t.co/rvzTOXnJab",neutral,chatgpt,0.5,,
2009-05-02 22:19:21,"I am hanging out with Dustin and Simeon in Panama City Beach, FL! ",positive,sentiment140,1.0,22.0,Saturday
2009-06-06 12:12:25,@lesliecheng @lungjen thanks guys!! i just finished and i think i did pretty well ,positive,sentiment140,1.0,12.0,Saturday
2009-06-16 18:01:34,"I am so so sick... ugh. Can't wait to get better.  Oh well, I get the company of a lot of screaming children tomorrow! Huzzah.",negative,sentiment140,0.0,18.0,Tuesday
2009-05-14 01:51:11,@KevinSpacey Aren't talking and taling basically the same?  You made up a nice new verb here.,positive,sentiment140,1.0,1.0,Thursday
2009-06-06 18:39:27,"Here we go again...Another sodding Vampire request! And no metion of them wearing either leather boots, corsets or gloves! ",negative,sentiment140,0.0,18.0,Saturday
2009-06-07 15:16:31,also im feeling sad tht my favourite celeb couple r spliting i just wish the damn press wud leave them alone!  xxx,negative,sentiment140,0.0,15.0,Sunday
2009-06-01 07:06:41,Kristen is so funny at the MTV Movie Awards.The expression of Robert face when he gets rejected is even better! Can't wait till November. ,positive,sentiment140,1.0,7.0,Monday
